[(-1.0596826076507568, -4.8109941482543945, -1.144372820854187, 3.6344168186187744, -4.875877857208252, 0.7366112470626831, 0.18541468679904938)]
[(-0.8450382351875305, -6.0959882736206055, -0.8466024398803711, 4.208036422729492, -5.215386390686035, 0.7740129232406616, 0.2151363044977188)]
[(-1.247853398323059, -4.978464603424072, -1.6417872905731201, 3.8478007316589355, -4.758530139923096, 0.6907572746276855, 0.19662517309188843)]
[(-0.7632687091827393, -5.613155364990234, -0.9070802927017212, 3.998764753341675, -5.136588096618652, 0.6372650265693665, 0.22415757179260254)]
[(0.008164975792169571, -5.346071720123291, -0.15406349301338196, 4.424900054931641, -5.11742639541626, 0.4458737075328827, 0.2388923317193985)]
[(-1.0900640487670898, -5.856201171875, -1.3282842636108398, 3.8017895221710205, -5.032177448272705, 0.7737612724304199, 0.12055020034313202)]
[(-0.9451252818107605, -5.797444820404053, -1.5727626085281372, 3.409837007522583, -5.085890769958496, 0.5733647346496582, 0.17595867812633514)]
[(-1.212736964225769, -6.460475921630859, -1.4433468580245972, 3.5779666900634766, -4.869607925415039, 0.6391610503196716, 0.3121573328971863)]
[(-0.4229380488395691, -6.366644382476807, -0.9631044268608093, 3.2628424167633057, -4.769603729248047, 0.6154930591583252, 0.3969494700431824)]
[(-0.9647820591926575, -6.225954055786133, -1.3647586107254028, 3.9497547149658203, -4.690091133117676, 0.6739576458930969, 0.442902147769928)]
[(-0.5095736980438232, -6.635236740112305, -1.0695935487747192, 3.3319931030273438, -4.545934200286865, 0.6296205520629883, 0.22486187517642975)]
[(-0.8039474487304688, -6.668691635131836, -1.4270799160003662, 3.5597000122070312, -4.811376094818115, 0.6780576705932617, 0.26077866554260254)]
[(-0.631961464881897, -7.7420973777771, -1.4396244287490845, 3.2537407875061035, -4.986359119415283, 0.7585016489028931, 0.27239668369293213)]
[(-0.8282213807106018, -6.689524173736572, -1.475418210029602, 3.3744513988494873, -5.090911865234375, 0.6815180778503418, 0.2683297097682953)]
[(-0.5001453757286072, -7.708125114440918, -1.1709389686584473, 4.009554386138916, -4.969865798950195, 0.6614408493041992, 0.26389560103416443)]
[(-0.6108375191688538, -7.813527584075928, -1.2372996807098389, 3.9800093173980713, -4.853931903839111, 0.6142085790634155, 0.2363089770078659)]
[(-0.7768127918243408, -7.276806354522705, -1.4350346326828003, 4.134428024291992, -4.81278657913208, 0.6089263558387756, 0.2564533054828644)]
[(-0.6686988472938538, -7.470108509063721, -1.3353534936904907, 3.5432212352752686, -4.725783348083496, 0.618863046169281, 0.2436363250017166)]
[(-0.43208470940589905, -7.888177871704102, -0.8933378458023071, 4.170456886291504, -4.7401227951049805, 0.5677616596221924, 0.24140861630439758)]
[(-0.5627397298812866, -7.142987251281738, -1.4503626823425293, 4.108556747436523, -4.829845905303955, 0.5132683515548706, 0.1249595656991005)]
[(-0.2534423768520355, -7.94752311706543, -1.1425065994262695, 3.9374568462371826, -4.601916313171387, 0.5614159107208252, 0.4333004057407379)]
[(-0.4433676302433014, -8.09121322631836, -0.9344258308410645, 4.20246696472168, -4.82624626159668, 0.8119586110115051, 0.35164809226989746)]
[(-0.8090618252754211, -7.784196376800537, -1.5823777914047241, 4.051342964172363, -5.041727542877197, 0.6871730089187622, 0.31623512506484985)]
[(-0.587790846824646, -8.86112117767334, -1.3174556493759155, 4.612353324890137, -4.804874897003174, 0.8001453280448914, 0.27963343262672424)]
[(-0.30663537979125977, -8.533498764038086, -0.9417420625686646, 4.385428428649902, -4.633125305175781, 0.5869573354721069, 0.2525741159915924)]
[(0.21926791965961456, -9.127784729003906, -0.6821516156196594, 4.696968078613281, -4.616694450378418, 0.6048460602760315, 0.24438031017780304)]
[(-0.4421638548374176, -9.107851028442383, -1.0104128122329712, 4.477827072143555, -4.457670211791992, 0.6270859837532043, 0.2563667595386505)]
[(-0.4671148657798767, -8.802635192871094, -1.4521249532699585, 4.706732749938965, -4.707479000091553, 0.5713891983032227, 0.2551102042198181)]
[(-0.7286102175712585, -9.532249450683594, -1.5951646566390991, 4.983009338378906, -4.756129741668701, 0.6264820694923401, 0.27119705080986023)]
[(-0.0018634011503309011, -10.030197143554688, -0.8560844659805298, 4.918550491333008, -4.630960464477539, 0.5987418293952942, 0.25745707750320435)]
[(-0.710970401763916, -8.674081802368164, -1.6264630556106567, 4.88889741897583, -4.876029968261719, 0.5128681063652039, 0.249068021774292)]
[(0.3765016198158264, -8.301847457885742, -0.42499250173568726, 5.245253562927246, -4.641408443450928, 0.29424402117729187, 0.22009718418121338)]
[(-0.41637367010116577, -9.876246452331543, -1.0881001949310303, 5.198911190032959, -4.533100605010986, 0.7777011394500732, 0.11446459591388702)]
[(-0.9192204475402832, -10.108383178710938, -1.1495387554168701, 4.327243328094482, -4.659332275390625, 0.6811227798461914, 0.21875031292438507)]
