% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=228146, Thu Apr 22 11:38:39 2021, <python>{}</python>
1 14 0.23379039814615626 0 0 0.2341039402963446 0.2330221349477107 0.233743095385095 0.2344769498479864 0.23354441766418402 0.23355576676590353 0.23356667665491987 0.2331304879928103 0.2333637636103942 0.2338516667595074 0.2327910612265186 0.23358140248672088 0.2341218589200771 0.23360501514366583 0.23286037543939844 0.2336040261781892 0.23465196906769123 0.2331413104805277 0.23301009420338703 0.2331128571426672 0.23358090494019812 0.23309216068517127 0.2336890478310514 0.23274194966095296 0.23325406805733975 0.23323852392675284 0.23378740877758833 0.2336839746742237 0.23408911159576037 0.23401937828468944 0.23364007202468023 0.233563326003815
2 28 0.22560871571179414 0 0 0.22635321625184057 0.2249882619631698 0.22553232212107466 0.22618962566428924 0.22483945673634798 0.22556008850461984 0.22373412395733705 0.22491963078446892 0.22547756548282566 0.2258354380122805 0.2251269290963091 0.22450471910981953 0.22618819488649047 0.22505978372224067 0.22446141004736744 0.2253916293876148 0.22647953709147392 0.22481483056586687 0.22471412011111375 0.22457985526854288 0.22554704638045975 0.22455026014423646 0.22581137002568788 0.2239118250245535 0.22534189017052716 0.22675050989479645 0.2263129648277901 0.2253240842816442 0.22607013522497785 0.22542688281115877 0.22584217326769027 0.2257221528126574
3 42 0.22060776477703417 0 0 0.22143463693031132 0.2199067324292333 0.22042751564759386 0.2209952069926246 0.21900446233357315 0.2197622113296881 0.21924247737916763 0.22048921457802964 0.22032555332224696 0.22057219322684857 0.2199751326168324 0.21983062501028963 0.2214598166757701 0.21960119112822796 0.2198810632439659 0.22028954234252637 0.22202077353316466 0.22088370840934474 0.2195864586311534 0.21991352185128066 0.21990718514221996 0.21955626003101134 0.2199157686858003 0.21945395431840548 0.2193250818533332 0.22223307291126573 0.22139001837536548 0.22039537311778093 0.22050347295228723 0.22052034744662327 0.22067688962023785 0.22043684604556216
4 56 0.21927801877091518 0 0 0.219827134443632 0.2192736969819309 0.2191352647607053 0.2195021577977309 0.21705078375573714 0.2186841016525329 0.2168376211808705 0.22015484417509953 0.21813470224933443 0.21908985194277378 0.21849663782944173 0.21768892678725055 0.21990747917476536 0.21814891393741032 0.21828219640737995 0.21882346207334494 0.22087916625844253 0.2198955318371269 0.21912042796494466 0.21931147650387592 0.21879916387600012 0.21871396826425055 0.21890885813578714 0.21859375901335154 0.21657417769082343 0.2205241840177001 0.2214006444608183 0.21837120423515116 0.21992825084455403 0.21873779433589444 0.21874252190620103 0.21869006594343607
5 70 0.21577995945313116 0 0 0.21635781143053187 0.2153921043231915 0.21519400480329998 0.2155983066170804 0.21205143547374605 0.21530473438661837 0.21409400646676824 0.21723491046653667 0.21429607210653878 0.2143990536740668 0.21504890667905574 0.2141915468130489 0.21669495201138425 0.21456030919790164 0.21402240241397844 0.21450311754545995 0.21734054296562613 0.21664484762552738 0.21454593834113098 0.21698122494144628 0.2149251812563231 0.21458472582365173 0.21567298262257842 0.21505605140300973 0.21314914001089943 0.2182679599890207 0.21833050238105087 0.21493227797046266 0.21603886616638093 0.21480048333025456 0.2149910337532106 0.21581335213740765
6 84 0.2124027898480883 0 0 0.21257919291556265 0.21260127116551933 0.2116075357443707 0.21144213608378065 0.20861022449711003 0.2119267359772344 0.21123798041590564 0.21241707061962753 0.21089832541744247 0.21066202740052625 0.21120195522470744 0.21084055695224427 0.2125358862875722 0.21083693761051814 0.21118099448126176 0.21111919131467083 0.21513004336240305 0.21352245262278435 0.21115029711532676 0.21483577582817057 0.21225683000004572 0.21138223522027888 0.21204451852487363 0.21092086028033985 0.20900723047586361 0.2151129752068962 0.21504261478087372 0.21146434797939181 0.21093703415329138 0.2114225710458901 0.2121519654323008 0.21150216103941022
7 98 0.21080236599234034 0 0 0.2107530960107924 0.20899979641218033 0.20982732309607127 0.21050624105315513 0.207052723255062 0.2102475669469356 0.20945266995505668 0.21193678524691942 0.20983340752709245 0.20853579933393804 0.2096446254711707 0.20897792799363993 0.21015007671497427 0.20863459374719187 0.20993463351108585 0.2089574242084016 0.21353850768920157 0.212144371269593 0.20943086382638101 0.2140534575310722 0.21191577238447934 0.20910640080168538 0.21033127714050937 0.20907724946727044 0.20793755069267414 0.21368244048105287 0.21315134954985587 0.21049082430001373 0.2090984168049797 0.20987152338291787 0.20978326169309156 0.2093679755773684
8 112 0.20946825595823326 0 0 0.20921298409266822 0.20572071168601727 0.20836998207703042 0.20918694329945964 0.20571461837411523 0.20939182996347633 0.2074820982731901 0.21036167643297862 0.2108544604853694 0.20775189394299876 0.20812013764014628 0.20755191048001037 0.20846587681173911 0.2076262938454528 0.20916378163863117 0.20766454240135354 0.21172915572607723 0.21072404871316208 0.20699076898604626 0.21291318565544864 0.2125849500743465 0.20778134343229349 0.2087339134708799 0.20768661501900107 0.20715760410766315 0.21235451282588141 0.21161506883710202 0.2084316602534865 0.20783792725228 0.20827717959610567 0.20891134564895109 0.20831681057041213
9 126 0.2114210208907915 0 0 0.2111519821973393 0.20713428751977417 0.21116947707823 0.21164466994258765 0.20712242531781572 0.2123456578616831 0.2093666386611073 0.2118492932360897 0.21274741906267805 0.20973567463353104 0.2095949327642642 0.2104954342514051 0.21090693615376074 0.2101663152127803 0.2112006231908453 0.20961053333203766 0.2138380016125056 0.21267515963894154 0.2102300244866973 0.21647214244702967 0.21547733292263974 0.20953561656536882 0.20986499065555805 0.20945933547329573 0.21112431930929365 0.21557254394428443 0.21294203205387943 0.2107809005749565 0.2082282057505108 0.21002463316659373 0.21121807838369197 0.21001880867294181
10 140 0.21149329177779427 0 0 0.21109447847097032 0.20797460997240938 0.21024234107808826 0.212817779952977 0.20740036338240733 0.2124730578135285 0.2090705401071917 0.21245156102617693 0.21302137578823194 0.20994890362896645 0.2093869376107298 0.21008099546535827 0.210537080224806 0.20992434586763525 0.21129015249173932 0.20974560242639517 0.21350431856235277 0.21297556494158923 0.21027680003435079 0.2172695893100026 0.21542032250137824 0.20952879894984436 0.2097075547193739 0.20864229777503296 0.21209929099981686 0.21659710436452348 0.21268860746851354 0.21086988143753915 0.20772499258895008 0.21069027402219515 0.21077573093895383 0.20924859596309128
