% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=228146, Thu Apr 22 11:38:39 2021, <python>{}</python>
1 14 0.23379039814615626 1.0000484386731145 274332.4659152624 2.7433246591526241e+05 946152.6773658926 1527790.4435891742   
2 28 0.22560871571179414 1.0594607926974962 220200.26992049778 2.2020026992049778e+05 626225.270626519 1817953.5264217379   
3 42 0.22060776477703417 1.0841272637166255 215978.25742847685 2.1597825742847685e+05 371667.7946966458 804066.6584073422   
4 56 0.21927801877091518 1.0988849412001784 215978.25742847685 2.1970058572240124e+05 405284.2713241151 1648310.0850775505   
5 70 0.21577995945313116 1.1273216139470479 212425.93518390908 2.1242593518390908e+05 307157.73622396175 586690.5950425583   
6 84 0.2124027898480883 1.147134355358212 202102.44619965515 2.0210244619965515e+05 332220.64405857044 613988.4720758726   
7 98 0.21080236599234034 1.1672894382842072 180540.7707659698 1.8054077076596979e+05 294592.4415550348 892770.5310986273   
8 112 0.20946825595823326 1.1837570264450152 180540.7707659698 1.8911262687587735e+05 294612.5778378802 473626.7917091471   
9 126 0.2114210208907915 1.2036256433962513 180309.75028752466 1.8030975028752466e+05 282252.05245469604 398497.4527490688   
10 140 0.21149329177779427 1.218699298892311 175656.03516149183 1.7565603516149183e+05 263248.6825943821 432798.90358265146   
11 154 0.21221959469643048 1.233620816471553 137445.0870034018 1.3744508700340180e+05 242046.015810876 389576.68086491234   
12 168 0.2118057505679096 1.2580086511285367 137445.0870034018 1.5872279527539512e+05 253776.92916808242 495909.5843134189   
13 182 0.2135808647023774 1.2764318655262819 137445.0870034018 1.7311246576572343e+05 295792.5409270008 518843.8459700318   
14 196 0.21585803808645812 1.302175603212578 137445.0870034018 1.6930871539634184e+05 228735.01695869243 414580.59168024245   
15 210 0.2192809860900346 1.3290338489710354 137445.0870034018 1.5805787540694157e+05 260342.91379331608 440767.02573687484   
16 224 0.22141212375506825 1.3404593609733788 137445.0870034018 1.5403482991788987e+05 261424.5722221168 354178.21351040166   
